Mod:Item:MetaData, Localized Name
projectred-transmission:framed_wire:3, Framed Magenta Insulated Wire
projectred-transmission:framed_wire:4, Framed Light Blue Insulated Wire
projectred-transmission:framed_wire:5, Framed Yellow Insulated Wire
projectred-transmission:framed_wire:6, Framed Lime Insulated Wire
projectred-transmission:framed_wire:7, Framed Pink Insulated Wire
projectred-transmission:framed_wire:8, Framed Grey Insulated Wire
projectred-transmission:framed_wire:9, Framed Light Grey Insulated Wire
projectred-transmission:framed_wire:10, Framed Cyan Insulated Wire
projectred-transmission:framed_wire:11, Framed Purple Insulated Wire
projectred-transmission:framed_wire:12, Framed Blue Insulated Wire
projectred-transmission:framed_wire:13, Framed Brown Insulated Wire
projectred-transmission:framed_wire:14, Framed Green Insulated Wire
projectred-transmission:framed_wire:15, Framed Red Insulated Wire
projectred-transmission:framed_wire:16, Framed Black Insulated Wire
projectred-transmission:framed_wire:17, Framed Bundled Cable
projectred-transmission:framed_wire:34, Framed Low Load Power Line
projectred-fabrication:ic_machine:0, IC Workbench
projectred-fabrication:ic_machine:1, IC Printer
projectred-fabrication:ic_blueprint, IC Blueprint
projectred-fabrication:ic_chip:0, IC Chip
projectred-fabrication:ic_chip:1, Creative Mode IC Chip
projectred-illumination:lamp:0, White Lamp
projectred-illumination:lamp:1, Orange Lamp
projectred-illumination:lamp:2, Magenta Lamp
projectred-illumination:lamp:3, Light Blue Lamp
projectred-illumination:lamp:4, Yellow Lamp
projectred-illumination:lamp:5, Lime Lamp
projectred-illumination:lamp:6, Pink Lamp
projectred-illumination:lamp:7, Grey Lamp
projectred-illumination:lamp:8, Light Grey Lamp
projectred-illumination:lamp:9, Cyan Lamp
projectred-illumination:lamp:10, Purple Lamp
projectred-illumination:lamp:11, Blue Lamp
projectred-illumination:lamp:12, Brown Lamp
projectred-illumination:lamp:13, Green Lamp
projectred-illumination:lamp:14, Red Lamp
projectred-illumination:lamp:15, Black Lamp
projectred-illumination:lamp:16, Inverted White Lamp
projectred-illumination:lamp:17, Inverted Orange Lamp
projectred-illumination:lamp:18, Inverted Magenta Lamp
projectred-illumination:lamp:19, Inverted Light Blue Lamp
projectred-illumination:lamp:20, Inverted Yellow Lamp
projectred-illumination:lamp:21, Inverted Lime Lamp
projectred-illumination:lamp:22, Inverted Pink Lamp
projectred-illumination:lamp:23, Inverted Grey Lamp
projectred-illumination:lamp:24, Inverted Light Grey Lamp
projectred-illumination:lamp:25, Inverted Cyan Lamp
projectred-illumination:lamp:26, Inverted Purple Lamp
projectred-illumination:lamp:27, Inverted Blue Lamp
projectred-illumination:lamp:28, Inverted Brown Lamp
projectred-illumination:lamp:29, Inverted Green Lamp
projectred-illumination:lamp:30, Inverted Red Lamp
projectred-illumination:lamp:31, Inverted Black Lamp
projectred-illumination:light_button:0, White Illumar Button
projectred-illumination:light_button:1, Orange Illumar Button
projectred-illumination:light_button:2, Magenta Illumar Button
projectred-illumination:light_button:3, Light Blue Illumar Button
projectred-illumination:light_button:4, Yellow Illumar Button
projectred-illumination:light_button:5, Lime Illumar Button
projectred-illumination:light_button:6, Pink Illumar Button
projectred-illumination:light_button:7, Grey Illumar Button
projectred-illumination:light_button:8, Light Grey Illumar Button
projectred-illumination:light_button:9, Cyan Illumar Button
projectred-illumination:light_button:10, Purple Illumar Button
projectred-illumination:light_button:11, Blue Illumar Button
projectred-illumination:light_button:12, Brown Illumar Button
projectred-illumination:light_button:13, Green Illumar Button
projectred-illumination:light_button:14, Red Illumar Button
projectred-illumination:light_button:15, Black Illumar Button
projectred-illumination:feedback_light_button:0, White Illumar Feedback Button
projectred-illumination:feedback_light_button:1, Orange Illumar Feedback Button
projectred-illumination:feedback_light_button:2, Magenta Illumar Feedback Button
projectred-illumination:feedback_light_button:3, Light Blue Illumar Feedback Button
projectred-illumination:feedback_light_button:4, Yellow Illumar Feedback Button
projectred-illumination:feedback_light_button:5, Lime Illumar Feedback Button
projectred-illumination:feedback_light_button:6, Pink Illumar Feedback Button
projectred-illumination:feedback_light_button:7, Grey Illumar Feedback Button
projectred-illumination:feedback_light_button:8, Light Grey Illumar Feedback Button
projectred-illumination:feedback_light_button:9, Cyan Illumar Feedback Button
projectred-illumination:feedback_light_button:10, Purple Illumar Feedback Button
projectred-illumination:feedback_light_button:11, Blue Illumar Feedback Button
projectred-illumination:feedback_light_button:12, Brown Illumar Feedback Button
projectred-illumination:feedback_light_button:13, Green Illumar Feedback Button
projectred-illumination:feedback_light_button:14, Red Illumar Feedback Button
projectred-illumination:feedback_light_button:15, Black Illumar Feedback Button
projectred-illumination:lantern:0, White Lantern
projectred-illumination:lantern:1, Orange Lantern
projectred-illumination:lantern:2, Magenta Lantern
projectred-illumination:lantern:3, Light Blue Lantern
projectred-illumination:lantern:4, Yellow Lantern
projectred-illumination:lantern:5, Lime Lantern
projectred-illumination:lantern:6, Pink Lantern
projectred-illumination:lantern:7, Grey Lantern
projectred-illumination:lantern:8, Light Grey Lantern
projectred-illumination:lantern:9, Cyan Lantern
projectred-illumination:lantern:10, Purple Lantern
projectred-illumination:lantern:11, Blue Lantern
projectred-illumination:lantern:12, Brown Lantern
projectred-illumination:lantern:13, Green Lantern
projectred-illumination:lantern:14, Red Lantern
projectred-illumination:lantern:15, Black Lantern
projectred-illumination:inverted_lantern:0, Inverted White Lantern
projectred-illumination:inverted_lantern:1, Inverted Orange Lantern
projectred-illumination:inverted_lantern:2, Inverted Magenta Lantern
projectred-illumination:inverted_lantern:3, Inverted Light Blue Lantern
projectred-illumination:inverted_lantern:4, Inverted Yellow Lantern
projectred-illumination:inverted_lantern:5, Inverted Lime Lantern
projectred-illumination:inverted_lantern:6, Inverted Pink Lantern
projectred-illumination:inverted_lantern:7, Inverted Grey Lantern
projectred-illumination:inverted_lantern:8, Inverted Light Grey Lantern
projectred-illumination:inverted_lantern:9, Inverted Cyan Lantern
projectred-illumination:inverted_lantern:10, Inverted Purple Lantern
projectred-illumination:inverted_lantern:11, Inverted Blue Lantern
projectred-illumination:inverted_lantern:12, Inverted Brown Lantern
projectred-illumination:inverted_lantern:13, Inverted Green Lantern
projectred-illumination:inverted_lantern:14, Inverted Red Lantern
projectred-illumination:inverted_lantern:15, Inverted Black Lantern
projectred-illumination:fixture_light:0, White Fixture
projectred-illumination:fixture_light:1, Orange Fixture
projectred-illumination:fixture_light:2, Magenta Fixture
projectred-illumination:fixture_light:3, Light Blue Fixture
projectred-illumination:fixture_light:4, Yellow Fixture
projectred-illumination:fixture_light:5, Lime Fixture
projectred-illumination:fixture_light:6, Pink Fixture
projectred-illumination:fixture_light:7, Grey Fixture
projectred-illumination:fixture_light:8, Light Grey Fixture
projectred-illumination:fixture_light:9, Cyan Fixture
projectred-illumination:fixture_light:10, Purple Fixture
projectred-illumination:fixture_light:11, Blue Fixture
projectred-illumination:fixture_light:12, Brown Fixture
projectred-illumination:fixture_light:13, Green Fixture
projectred-illumination:fixture_light:14, Red Fixture
projectred-illumination:fixture_light:15, Black Fixture
projectred-illumination:inverted_fixture_light:0, Inverted White Fixture
projectred-illumination:inverted_fixture_light:1, Inverted Orange Fixture
projectred-illumination:inverted_fixture_light:2, Inverted Magenta Fixture
projectred-illumination:inverted_fixture_light:3, Inverted Light Blue Fixture
projectred-illumination:inverted_fixture_light:4, Inverted Yellow Fixture
projectred-illumination:inverted_fixture_light:5, Inverted Lime Fixture
projectred-illumination:inverted_fixture_light:6, Inverted Pink Fixture
projectred-illumination:inverted_fixture_light:7, Inverted Grey Fixture
projectred-illumination:inverted_fixture_light:8, Inverted Light Grey Fixture
projectred-illumination:inverted_fixture_light:9, Inverted Cyan Fixture
projectred-illumination:inverted_fixture_light:10, Inverted Purple Fixture
projectred-illumination:inverted_fixture_light:11, Inverted Blue Fixture
projectred-illumination:inverted_fixture_light:12, Inverted Brown Fixture
projectred-illumination:inverted_fixture_light:13, Inverted Green Fixture
projectred-illumination:inverted_fixture_light:14, Inverted Red Fixture
projectred-illumination:inverted_fixture_light:15, Inverted Black Fixture
projectred-illumination:fallout_lamp:0, White Fallout Light
projectred-illumination:fallout_lamp:1, Orange Fallout Light
projectred-illumination:fallout_lamp:2, Magenta Fallout Light
projectred-illumination:fallout_lamp:3, Light Blue Fallout Light
projectred-illumination:fallout_lamp:4, Yellow Fallout Light
projectred-illumination:fallout_lamp:5, Lime Fallout Light
projectred-illumination:fallout_lamp:6, Pink Fallout Light
projectred-illumination:fallout_lamp:7, Grey Fallout Light
projectred-illumination:fallout_lamp:8, Light Grey Fallout Light
projectred-illumination:fallout_lamp:9, Cyan Fallout Light
projectred-illumination:fallout_lamp:10, Purple Fallout Light
projectred-illumination:fallout_lamp:11, Blue Fallout Light
projectred-illumination:fallout_lamp:12, Brown Fallout Light
projectred-illumination:fallout_lamp:13, Green Fallout Light
projectred-illumination:fallout_lamp:14, Red Fallout Light
projectred-illumination:fallout_lamp:15, Black Fallout Light
projectred-illumination:inverted_fallout_lamp:0, Inverted White Fallout Light
projectred-illumination:inverted_fallout_lamp:1, Inverted Orange Fallout Light
projectred-illumination:inverted_fallout_lamp:2, Inverted Magenta Fallout Light
projectred-illumination:inverted_fallout_lamp:3, Inverted Light Blue Fallout Light
projectred-illumination:inverted_fallout_lamp:4, Inverted Yellow Fallout Light
projectred-illumination:inverted_fallout_lamp:5, Inverted Lime Fallout Light
projectred-illumination:inverted_fallout_lamp:6, Inverted Pink Fallout Light
projectred-illumination:inverted_fallout_lamp:7, Inverted Grey Fallout Light
projectred-illumination:inverted_fallout_lamp:8, Inverted Light Grey Fallout Light
projectred-illumination:inverted_fallout_lamp:9, Inverted Cyan Fallout Light
projectred-illumination:inverted_fallout_lamp:10, Inverted Purple Fallout Light
projectred-illumination:inverted_fallout_lamp:11, Inverted Blue Fallout Light
projectred-illumination:inverted_fallout_lamp:12, Inverted Brown Fallout Light
projectred-illumination:inverted_fallout_lamp:13, Inverted Green Fallout Light
projectred-illumination:inverted_fallout_lamp:14, Inverted Red Fallout Light
projectred-illumination:inverted_fallout_lamp:15, Inverted Black Fallout Light
projectred-illumination:cage_lamp:0, White Cage Lamp
projectred-illumination:cage_lamp:1, Orange Cage Lamp
projectred-illumination:cage_lamp:2, Magenta Cage Lamp
projectred-illumination:cage_lamp:3, Light Blue Cage Lamp
projectred-illumination:cage_lamp:4, Yellow Cage Lamp
projectred-illumination:cage_lamp:5, Lime Cage Lamp
projectred-illumination:cage_lamp:6, Pink Cage Lamp
projectred-illumination:cage_lamp:7, Grey Cage Lamp
projectred-illumination:cage_lamp:8, Light Grey Cage Lamp
projectred-illumination:cage_lamp:9, Cyan Cage Lamp
projectred-illumination:cage_lamp:10, Purple Cage Lamp
projectred-illumination:cage_lamp:11, Blue Cage Lamp
projectred-illumination:cage_lamp:12, Brown Cage Lamp
projectred-illumination:cage_lamp:13, Green Cage Lamp
projectred-illumination:cage_lamp:14, Red Cage Lamp
projectred-illumination:cage_lamp:15, Black Cage Lamp
projectred-illumination:inverted_cage_lamp:0, Inverted White Cage Lamp
projectred-illumination:inverted_cage_lamp:1, Inverted Orange Cage Lamp
projectred-illumination:inverted_cage_lamp:2, Inverted Magenta Cage Lamp
projectred-illumination:inverted_cage_lamp:3, Inverted Light Blue Cage Lamp
projectred-illumination:inverted_cage_lamp:4, Inverted Yellow Cage Lamp
projectred-illumination:inverted_cage_lamp:5, Inverted Lime Cage Lamp
projectred-illumination:inverted_cage_lamp:6, Inverted Pink Cage Lamp
projectred-illumination:inverted_cage_lamp:7, Inverted Grey Cage Lamp
projectred-illumination:inverted_cage_lamp:8, Inverted Light Grey Cage Lamp
projectred-illumination:inverted_cage_lamp:9, Inverted Cyan Cage Lamp
projectred-illumination:inverted_cage_lamp:10, Inverted Purple Cage Lamp
projectred-illumination:inverted_cage_lamp:11, Inverted Blue Cage Lamp
projectred-illumination:inverted_cage_lamp:12, Inverted Brown Cage Lamp
projectred-illumination:inverted_cage_lamp:13, Inverted Green Cage Lamp
projectred-illumination:inverted_cage_lamp:14, Inverted Red Cage Lamp
projectred-illumination:inverted_cage_lamp:15, Inverted Black Cage Lamp
projectred-expansion:solar_panel, Solar Panel
projectred-expansion:empty_battery, Battery
projectred-expansion:charged_battery, Battery
projectred-expansion:jetpack, Jetpack
projectred-expansion:electric_screwdriver, Electric Screwdriver
projectred-expansion:infused_ender_pearl, Infused Ender Pearl
projectred-expansion:plan, Recipe Plan
projectred-expansion:machine1:0, Inductive Furnace
projectred-expansion:machine1:1, Electrotine Generator
projectred-expansion:machine2:0, Block Breaker
projectred-expansion:machine2:1, Item Importer
projectred-expansion:machine2:2, Block Placer
projectred-expansion:machine2:3, Filtered Importer
projectred-expansion:machine2:4, Fire Starter
projectred-expansion:machine2:5, Battery Box
projectred-expansion:machine2:6, Charging Bench
projectred-expansion:machine2:7, Teleposer
projectred-expansion:machine2:8, Frame Motor
projectred-expansion:machine2:9, Frame Linear Actuator
projectred-expansion:machine2:10, Project Bench
projectred-expansion:machine2:11, Auto Crafting Bench
projectred-expansion:machine2:12, Diamond Block Breaker
projectred-relocation:frame, Frame
projectred-transportation:pipe:0, Item Transport pipe
projectred-transportation:pipe:1, Routed Junction pipe
projectred-transportation:pipe:2, Routed Interface pipe
projectred-transportation:pipe:3, Routed Request pipe
projectred-transportation:pipe:4, Routed Firewall pipe
projectred-transportation:pipe:32, Network Valve pipe
projectred-transportation:pipe:33, Network Latency pipe
projectred-transportation:pipe:64, Pressure tube
projectred-transportation:pipe:65, Pressure Resistance tube
projectred-transportation:routing_chip:0, Item Responder chip
projectred-transportation:routing_chip:1, Dynamic Item Responder chip
projectred-transportation:routing_chip:2, Item Overflow Responder chip
projectred-transportation:routing_chip:3, Item Terminator chip
projectred-transportation:routing_chip:4, Item Extractor chip
projectred-transportation:routing_chip:5, Item Broadcaster chip
projectred-transportation:routing_chip:6, Item Stock Keeper chip
projectred-transportation:routing_chip:7, Item Crafting chip
projectred-transportation:routing_chip:8, Item Crafting Extension chip
projectred-transportation:router_utility, Router Utility
projectred-exploration:wool_gin, Wool Gin
projectred-exploration:backpack:0, White Backpack
projectred-exploration:backpack:1, Orange Backpack
projectred-exploration:backpack:2, Magenta Backpack
projectred-exploration:backpack:3, Light Blue Backpack
projectred-exploration:backpack:4, Yellow Backpack
projectred-exploration:backpack:5, Lime Backpack
projectred-exploration:backpack:6, Pink Backpack
projectred-exploration:backpack:7, Grey Backpack
projectred-exploration:backpack:8, Light Grey Backpack
projectred-exploration:backpack:9, Cyan Backpack
projectred-exploration:backpack:10, Purple Backpack
projectred-exploration:backpack:11, Blue Backpack
